Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
1,-32.7740240000000,-19.5292010000000,-37.6066170000000,-40.0389540000000,-31.8522070000000,-23.6036470000000,-46.4895170000000,-26.5241890000000,-39.8968740000000,-21.4653120000000,-15.487571000000,-45.4104440000000,-28.2503750000000,-13.1604360000000,-39.5008090000000,-33.8151390000000,-31.9664210000000,-28.8170150000000,-44.722935000000,-17.4156750000000,-18.142917000000,-11.1019810000000,-5.34444000000000,-38.7877750000000,-17.658687000000,-32.4514600000000,-17.8638700000000,-12.1956540000000,-46.5728800000000,-37.7961370000000,-25.8455160000000,-14.692105000000,-38.742739000000,-9.05263800000000,-26.3898290000000,-13.460560000000,-20.3112420000000,-34.9810820000000,-20.4003990000000,-18.6995390000000,-35.4681830000000,-37.5505690000000,-23.1858770000000,-11.3732450000000,-25.0837290000000,-5.93100900000000,-19.7645680000000,-34.8636790000000,-29.8151970000000,-44.8467460000000,-23.6642070000000,-38.5110030000000,-28.9628580000000,-20.636126000000,-33.9111550000000,-27.334223000000,-24.0442810000000,-18.6215790000000,-18.9492360000000,-21.6914940000000,-29.8151970000000,-11.0716910000000,-22.0501140000000,-22.7598220000000,-20.5376930000000,-15.1133510000000,-31.5859340000000,-28.8246430000000,-13.6131870000000,-17.283067000000,-29.1151050000000,-21.2070880000000,-40.5455930000000,-24.0189750000000,-18.4992190000000,-32.3785240000000,-17.4858650000000,-22.5452240000000,-16.1295380000000,-5.42054500000000,-18.9362300000000,-34.0516570000000,-19.975457000000,-14.7237000000000,-46.3914520000000,-27.6937840000000,-27.5782510000000,-42.0024360000000,-24.976677000000,-22.2450420000000,-20.3613610000000,-19.6592310000000,-40.8150050000000,-37.8611010000000,-32.3846980000000,-22.1870140000000
2,-15.3651280000000,-11.3385530000000,-20.614966000000,-15.1517540000000,-16.9197530000000,-17.0598440000000,-24.411038000000,-11.5221410000000,-13.3344910000000,-0.275436000000000,-2.47160800000000,-15.0603500000000,-14.5853970000000,-10.9562450000000,-23.6385550000000,-15.2667960000000,-17.786204000000,-17.8466320000000,-27.4653610000000,-8.81999900000000,-9.43493900000000,-2.38389200000000,3.77044700000000,-20.4321830000000,-10.6490870000000,-18.5586170000000,-13.5186690000000,-12.0506410000000,-21.1373180000000,-25.8850960000000,-11.5456530000000,-10.1559540000000,-15.719911000000,0.0421910000000000,-11.6614420000000,-1.09248100000000,-12.069683000000,-14.175774000000,-12.7367100000000,-12.6079530000000,-18.1391310000000,-21.7980370000000,-16.1889410000000,-6.80435800000000,-6.57386400000000,-1.50924200000000,-7.15263100000000,-16.4029180000000,-14.2058930000000,-24.0941510000000,-16.1057440000000,-20.0752000000000,-13.7553270000000,-7.8971260000000,-21.25418700000,-15.4623600000000,-11.2786670000000,-1.61377400000000,-9.00449700000000,-11.0716910000000,-14.2058930000000,-24.0941510000000,-14.1848340000000,-17.3320300000000,-11.7476900000000,-11.7095100000000,-19.6258610000000,-9.64213000000000,-0.545639000000000,-6.94360000000000,-14.6746730000000,-9.40959200000000,-17.4223470000000,-17.0838650000000,-10.9969400000000,-20.1261570000000,-10.0271480000000,-9.32609900000000,-2.50538700000000,-0.107354000000000,-15.7482250000000,-12.6191920000000,-8.74889000000000,-6.20467200000000,-19.568641000000,-13.5463810000000,-12.3805850000000,-19.4030530000000,-10.1722300000000,-6.56484700000000,-9.4775640000000,-5.01556600000000,-13.8990320000000,-12.9988340000000,-19.7895790000000,-10.2860980000000
3,-5.59576900000000,1.85579900000000,-10.7539390000000,-3.77591200000000,-7.56997900000000,-8.37679800000000,-15.1187910000000,-4.61438000000000,-3.52501000000000,1.23366000000000,0.747744000000000,-2.96166000000000,-6.45512100000000,0.912251000000000,-6.39493100000000,-4.60134400000000,-2.90003500000000,-10.6197240000000,-13.0115100000000,-2.88214300000000,-3.04082800000000,-1.91494500000000,3.26563200000000,-7.17847500000000,-3.74638000000000,-13.1929470000000,-4.37804300000000,-1.04134000000000,-8.57480800000000,-8.67946500000000,-5.74548500000000,-1.74518300000000,-6.68869500000000,5.14742000000000,3.75569300000000,0.494726000000000,-2.14539900000000,-6.48232900000000,-0.673313000000000,-3.38704200000000,-13.88911400000,-8.78939600000000,-10.8988790000000,-4.30161200000000,-0.685399000000000,1.73792800000000,-0.674468000000000,-13.3505050000000,-10.2281780000000,-8.86715600000000,-0.846923000000000,-6.2569090000000,0.87155400000000,-3.16384800000000,-10.7923620000000,-6.66206800000000,-2.21285200000000,6.68025000000000,-2.6229950000000,-5.98566200000000,-10.2281780000000,-8.86715600000000,-7.4991690000000,-2.38092000000000,-3.35451900000000,-4.11866700000000,-5.56741100000000,-4.34441900000000,1.62653000000000,-2.63219000000000,-5.64607800000000,-7.26731300000000,-8.96568300000000,-6.16818600000000,-5.87496700000000,-10.0760430000000,-5.19818100000000,-6.54963100000000,-0.626612000000000,3.60098000000000,-6.36286000000000,-3.56190200000000,-1.62766400000000,-3.16211400000000,-12.0015130000000,-6.85378400000000,-8.90511600000000,-13.6301760000000,-2.69859800000000,-1.62754000000000,-2.55495100000000,-1.67385900000000,-6.08124400000000,-3.26360000000000,-8.40289100000000,-7.49401800000000
4,-0.733562000000000,2.44093100000000,-4.27881800000000,0.431757000000000,-3.75094200000000,-0.599496000000000,-4.23702000000000,1.68899600000000,1.93595100000000,3.75040900000000,5.3842020000000,-0.368232000000000,0.0937250000000000,0.441589000000000,-1.5313920000000,4.02351700000000,-0.640386000000000,0.286016000000000,-3.4340570000000,4.20791800000000,0.0105400000000000,6.00208300000000,8.62658100000000,1.07840700000000,2.44273500000000,0.87740700000000,0.0477350000000000,-0.568288000000000,-6.19611000000000,-2.28758800000000,-2.00778500000000,1.82979200000000,5.44256100000000,2.73604700000000,2.79238700000000,6.61445400000000,-2.24774600000000,-2.0817690000000,3.38135900000000,1.88782300000000,1.40026600000000,-3.86600700000000,0.704513000000000,5.06808000000000,1.19759400000000,5.64264800000000,5.60320900000000,-12.0264690000000,0.361280000000000,0.129905000000000,0.646993000000000,-0.58157300000000,-0.477058000000000,-0.139112000000000,0.407275000000000,2.72194800000000,0.706487000000000,3.37053300000000,-1.56265600000000,-0.224296000000000,0.361280000000000,0.129905000000000,2.10448200000000,4.28625900000000,2.70516900000000,4.09833200000000,1.76108800000000,1.21874900000000,5.7192930000000,4.07104100000000,0.661121000000000,-4.3105350000000,-4.66495500000000,-1.25356200000000,1.99138300000000,-3.0843640000000,-1.23291300000000,2.81779500000000,3.42585800000000,9.97927100000000,0.504068000000000,0.321028000000000,-0.00851200000000000,0.735490000000000,-3.28085500000000,-0.13246000000000,-0.908297000000000,-0.858150000000000,1.97317900000000,4.00957500000000,3.02798200000000,1.24403400000000,-5.375132000000,5.03771400000000,2.00712700000000,-5.66451300000000
5,5.9961090000000,4.85926300000000,3.49375100000000,7.86157300000000,1.44963300000000,0.270373000000000,-0.638205000000000,3.95173400000000,7.38824200000000,5.60558200000000,2.8993660000000,7.28894600000000,5.55832400000000,6.89249900000000,3.29623400000000,8.10927200000000,0.0671350000000000,1.1677650000000,0.991675000000000,7.56862700000000,7.51483200000000,6.56551400000000,9.5292170000000,2.11158700000000,3.89313000000000,4.56779400000000,6.38605900000000,6.433506000000,0.672995000000000,-4.02142100000000,0.99332700000000,5.02222900000000,5.65674400000000,2.80892600000000,7.64903400000000,5.31903300000000,5.39676900000000,1.88846300000000,6.82796100000000,4.3858970000000,2.58221100000000,9.53911200000000,-0.779876000000000,4.04296300000000,8.0250370000000,3.37223200000000,4.99579300000000,-6.43026200000000,-0.710143000000000,0.602850000000000,3.29131900000000,4.35946800000000,1.654664000000,4.76301500000000,0.939971000000000,7.03045000000000,2.03930500000000,6.93114400000000,7.06410900000000,2.23281200000000,-0.710143000000000,0.602850000000000,5.56230500000000,4.3283710000000,2.2665380000000,1.41879400000000,3.30700600000000,4.96533100000000,5.4149520000000,4.6964260000000,6.3055110000000,1.84002800000000,4.72877200000000,5.32113400000000,4.56558600000000,2.66022500000000,5.63524100000000,1.04795800000000,2.41073600000000,4.58213500000000,4.53834200000000,12.9941610000000,4.95581500000000,2.87075600000000,6.47212000000000,5.17190500000000,11.0324550000000,2.37905400000000,1.40339700000000,5.58711500000000,7.15061600000000,4.32115300000000,0.144217000000000,1.7810820000000,5.00572100000000,1.28685700000000
6,4.0941750000000,2.20734500000000,6.07319900000000,9.32452000000000,5.99298700000000,4.60172000000000,7.01890800000000,8.22019500000000,10.620903000000,3.13625600000000,4.12699000000000,1.57262100000000,5.9177840000000,4.31132400000000,3.30427400000000,7.83001300000000,1.02679200000000,5.25816500000000,5.62768700000000,-1.81921500000000,9.25678200000000,7.35103500000000,3.63021700000000,9.92751100000000,2.04274000000000,4.64443400000000,4.18278400000000,1.38739700000000,9.00659500000000,8.21943600000000,5.1624360000000,6.67862000000000,9.18061100000000,4.44593100000000,5.086649000000,1.32046700000000,4.9739670000000,7.05009700000000,3.30530800000000,6.28187600000000,3.27906100000000,5.95868100000000,5.82126100000000,6.37527200000000,5.44552400000000,9.07812400000000,10.0080000000000,-7.38274700000000,4.18590400000000,6.0023800000000,8.45153600000000,8.37350200000000,1.25681100000000,2.87489700000000,4.15709800000000,10.4744260000000,4.7793330000000,4.76433800000000,9.33034900000000,2.4337430000000,4.18590400000000,6.0023800000000,2.77019000000000,5.34150600000000,2.71126800000000,4.48015000000000,3.53531400000000,5.01413800000000,3.97945600000000,10.8659310000000,9.46729800000000,-2.08537700000000,4.07929000000000,4.86332700000000,5.85941300000000,6.0910630000000,3.37867900000000,3.95286400000000,5.24512000000000,7.00014300000000,3.85661000000000,7.50028700000000,9.19460800000000,2.67737200000000,4.8278100000000,4.2144900000000,5.2746920000000,5.9406900000000,3.1149040000000,4.46220100000000,5.83608800000000,6.87379500000000,10.0554800000000,15.2992590000000,5.9510160000000,-4.73695200000000
7,4.43961300000000,7.35448800000000,7.48073600000000,10.5374370000000,6.49667500000000,2.25402300000000,7.03887800000000,5.17066700000000,7.980742000000,7.4089560000000,7.56513700000000,5.11918000000000,5.71118900000000,4.46092700000000,6.69961000000000,8.47292600000000,4.90666800000000,8.18194700000000,10.3532990000000,8.66932900000000,8.73818000000000,5.47051900000000,1.04775100000000,7.92222000000000,2.80894300000000,9.53723000000000,5.86159000000000,5.2929830000000,7.08893400000000,9.4374670000000,6.92840100000000,7.35088400000000,9.76797200000000,0.0221290000000000,7.2839170000000,1.80428200000000,6.57657200000000,6.18799900000000,9.52234500000000,8.69712200000000,10.0325510000000,5.1228370000000,1.41340000000000,7.91633900000000,6.7117650000000,2.26004900000000,4.6580430000000,-1.19176400000000,10.1302080000000,6.28421800000000,4.90084300000000,6.91986700000000,5.57054900000000,1.81284700000000,11.1606850000000,6.79343200000000,5.87285600000000,1.2973280000000,8.70476300000000,2.36481600000000,10.1302080000000,6.28421800000000,9.66307300000000,9.49063700000000,7.07195600000000,1.98642900000000,7.36040700000000,8.11638300000000,1.9893500000000,6.45626000000000,10.6314940000000,2.39655600000000,10.329783000000,4.82828700000000,7.57208400000000,11.4968400000000,7.29207000000000,6.46265500000000,8.64933400000000,6.06755600000000,11.2972550000000,10.3805560000000,5.66524400000000,5.10569100000000,5.53139800000000,4.99716200000000,4.44172200000000,6.42949500000000,5.12293800000000,7.36689900000000,5.68145400000000,5.53456400000000,6.79529100000000,6.58045000000000,14.4163410000000,-2.63940800000000
8,4.57916400000000,4.82472600000000,6.88066600000000,10.1432590000000,3.5600800000000,9.21876200000000,8.39979600000000,5.44639600000000,7.67504300000000,6.52489700000000,3.32392000000000,8.33667100000000,5.20687100000000,6.84457500000000,6.00701200000000,4.84452200000000,6.8696840000000,5.90510000000000,4.29189800000000,3.55149000000000,9.01150800000000,2.81379800000000,0.980206000000000,13.4247170000000,3.99321900000000,6.09149700000000,6.18511800000000,3.71602600000000,9.18763300000000,13.704610000000,8.09560700000000,5.17410800000000,6.80290700000000,3.57793700000000,2.53207700000000,2.69519400000000,7.22280100000000,8.38451600000000,8.29620100000000,6.77075100000000,5.42278300000000,11.9278220000000,7.78288000000000,7.18269200000000,4.68356900000000,0.734209000000000,6.39446600000000,-1.65909600000000,7.1248980000000,7.7806240000000,6.15958100000000,9.37512800000000,6.42798800000000,8.02086100000000,9.15436500000000,5.19645300000000,6.99532400000000,6.01694800000000,9.84038200000000,3.06921600000000,7.1248980000000,7.7806240000000,6.68565400000000,4.7590140000000,7.86721400000000,5.51523100000000,5.1471530000000,8.54916200000000,1.3377710000000,3.77818100000000,8.99414200000000,1.294011000000,12.4386410000000,8.32441900000000,7.29874300000000,5.65993000000000,2.12556200000000,4.99035500000000,8.04275300000000,4.11931900000000,2.93210500000000,8.96285800000000,5.69878000000000,2.63541800000000,10.5913220000000,6.62978100000000,5.93707200000000,12.8352850000000,4.67127900000000,1.90786400000000,6.57257000000000,2.04790800000000,11.6752960000000,8.97856200000000,6.17421000000000,-3.75727600000000
9,7.17751500000000,3.54989900000000,7.56705700000000,3.87953900000000,5.46204100000000,6.48208100000000,8.53071800000000,1.98426400000000,1.89992800000000,6.07147600000000,3.11911700000000,10.7493930000000,5.7180000000000,0.158895000000000,5.92441900000000,1.57142400000000,4.92511100000000,8.72799700000000,6.32020000000000,7.31220500000000,0.512259000000000,-0.0751760000000000,-0.546849000000000,7.31376500000000,4.86544800000000,7.43472200000000,4.74302500000000,1.361113000000,12.9020690000000,9.79599400000000,5.07151100000000,1.59982400000000,6.73026800000000,0.986262000000000,1.92184100000000,2.73646500000000,4.23122900000000,7.10369900000000,-1.28816100000000,-0.2507390000000,4.9575160000000,7.81141300000000,8.80696300000000,0.433616000000000,2.42654800000000,3.52821000000000,3.97814800000000,2.44920400000000,5.23638700000000,7.64643400000000,5.32126600000000,5.94182500000000,-1.35855600000000,3.46262800000000,4.28289300000000,8.31263300000000,3.15358800000000,3.33128600000000,5.71162200000000,0.0423840000000000,5.23638700000000,7.64643400000000,2.56861900000000,5.23960100000000,2.94243500000000,1.95597200000000,6.4290510000000,8.38821500000000,5.40317900000000,3.05501000000000,5.34316900000000,2.95912700000000,7.24876600000000,3.67988600000000,3.92018200000000,7.85403700000000,3.42202800000000,9.56230400000000,4.92063700000000,-4.13733100000000,5.10307000000000,4.52226200000000,6.21068600000000,5.58902700000000,8.22062600000000,3.50274200000000,3.40487500000000,8.54884900000000,2.41612200000000,3.14863300000000,0.493726000000000,5.42817600000000,11.5997020000000,4.91835000000000,2.30749000000000,-2.30067500000000
10,4.04698700000000,1.48396900000000,9.837192000000,7.57759800000000,9.52802000000000,5.9864150000000,10.4839020000000,3.94881000000000,0.721974000000000,0.681560000000000,0.659334000000000,3.54273700000000,0.247054000000000,1.44506000000000,4.63615900000000,2.73954600000000,5.38141800000000,5.23563400000000,10.315387000000,0.142514000000000,-2.23160800000000,1.3371020000000,-3.45270400000000,1.39911500000000,6.23967900000000,5.61426200000000,3.95306800000000,4.84229900000000,6.62503100000000,5.1752010000000,7.956519000000,2.86067500000000,-1.76581100000000,-0.899554000000000,-5.0427450000000,0.351384000000000,2.71716500000000,5.72005200000000,1.98378000000000,0.883559000000000,2.76557800000000,3.71641900000000,6.10408800000000,1.26288000000000,0.914092000000000,-3.67670600000000,-3.31424100000000,4.21095400000000,5.54942800000000,5.88516000000000,2.90997200000000,3.1449750000000,4.99782200000000,4.64434600000000,8.09388000000000,0.833098000000000,3.21208100000000,-2.06560600000000,1.10432300000000,6.34294100000000,5.54942800000000,5.88516000000000,5.6346620000000,4.92845000000000,4.00388900000000,3.1507120000000,5.2763870000000,1.16305300000000,-1.98657700000000,-0.7020940000000,3.75662100000000,1.81661200000000,3.06167900000000,7.19506400000000,6.38827900000000,8.69658900000000,3.97977700000000,5.20227100000000,-0.483684000000000,-1.52185300000000,7.25184300000000,4.78828900000000,-1.10168700000000,5.07228600000000,10.47931300000,2.08128700000000,6.30079300000000,6.36002100000000,5.49091800000000,4.21592300000000,1.94938600000000,4.29401400000000,7.34355700000000,0.744357000000000,7.48747200000000,3.61887900000000
11,9.29689200000000,2.81808300000000,9.55392500000000,1.71751800000000,6.98539100000000,5.87933100000000,9.44886800000000,3.43621200000000,3.37443600000000,-1.65102000000000,-4.73978700000000,4.29317800000000,0.485082000000000,2.51757100000000,5.84357600000000,-0.467496000000000,3.89148500000000,3.37645100000000,8.38704400000000,2.19173600000000,1.49193800000000,-5.26399600000000,2.17328400000000,4.15731800000000,1.50996000000000,2.11995900000000,1.55699300000000,3.41792200000000,5.52431400000000,8.79895700000000,1.90353500000000,1.61648500000000,4.78574500000000,-3.30269200000000,0.0844010000000000,-5.18430600000000,5.85009900000000,5.95050900000000,2.68658100000000,1.82043900000000,9.06819800000000,8.37906400000000,10.0000350000000,1.25469800000000,3.83205200000000,-5.4049960000000,-0.153389000000000,-4.33510500000000,5.1645430000000,4.22869500000000,0.47157800000000,1.69190800000000,5.04315500000000,4.70687000000000,4.99224000000000,4.28860800000000,3.50846300000000,-6.14695900000000,4.44726700000000,4.82928700000000,5.1645430000000,4.22869500000000,1.27109500000000,0.61378700000000,0.905056000000000,4.3799020000000,5.92397300000000,4.3704340000000,-0.724097000000000,-0.0330770000000000,-0.977801000000000,2.00837100000000,6.30556500000000,1.42208600000000,5.03538100000000,7.3010430000000,5.77626700000000,3.1210900000000,-2.82447400000000,-5.0734130000000,3.96950400000000,2.49603300000000,3.07651300000000,3.63136100000000,6.52932100000000,4.87572100000000,6.63272400000000,6.30177600000000,5.08343200000000,3.45600500000000,1.20227000000000,-1.82796200000000,2.65949400000000,0.491814000000000,4.19723300000000,4.94786100000000
12,1.87426300000000,3.91756000000000,4.87688900000000,3.656125000000,6.50603800000000,5.75312500000000,3.60706100000000,-0.251389000000000,0.306771000000000,1.3188360000000,-7.13092800000000,7.83970800000000,2.93966400000000,2.38071500000000,4.96713200000000,-2.20251300000000,7.91788600000000,1.77825000000000,3.78981100000000,-2.65454600000000,-0.469717000000000,-6.13941400000000,-1.64624400000000,1.10741700000000,-0.555844000000000,9.50041100000000,0.37992200000000,3.8536390000000,6.13127000000000,2.42359000000000,1.37014500000000,-0.0299260000000000,1.24907000000000,1.80999400000000,-0.188466000000000,-2.42345200000000,3.96424900000000,3.27597400000000,1.99852700000000,2.4602120000000,11.0461440000000,5.59767900000000,6.3544780000000,-1.5236070000000,4.54128100000000,-0.0874570000000000,-0.49681000000000,4.72796000000000,4.43201700000000,6.39328500000000,2.08171100000000,-0.567005000000000,0.418087000000000,1.44092000000000,3.1464130000000,0.353540000000000,0.400448000000000,-6.11565400000000,-1.93164800000000,3.67277600000000,4.43201700000000,6.39328500000000,2.1284790000000,3.03293100000000,1.91798200000000,-2.70261700000000,3.13702400000000,1.80995500000000,-5.11829300000000,-0.787785000000000,1.49768400000000,4.74140100000000,7.93892400000000,3.80124400000000,1.3387950000000,6.17225700000000,4.46176100000000,1.45109200000000,-2.47387000000000,-6.07589700000000,0.683804000000000,0.455443000000000,-3.30414800000000,3.12515500000000,5.54046100000000,1.08877900000000,3.28115200000000,8.84468400000000,-0.208369000000000,-0.0776370000000000,2.71363700000000,-1.29952500000000,1.73499800000000,4.04190400000000,0.833113000000000,6.44160900000000
13,2.25308100000000,-3.97160200000000,1.73543900000000,-3.85396900000000,3.7229080000000,4.7574970000000,5.78994700000000,-1.00419300000000,-2.11321600000000,-1.47271700000000,-6.9965910000000,-2.66221800000000,1.05143300000000,-1.44480700000000,3.27394100000000,0.745870000000000,3.7176300000000,4.71924100000000,9.72878600000000,-1.03405300000000,2.98445600000000,5.60812300000000,-10.6136890000000,-1.18370300000000,1.92667100000000,3.84149000000000,1.64284900000000,2.09625500000000,0.341418000000000,7.56170600000000,3.17925300000000,-2.73279000000000,-2.07726000000000,1.10932100000000,3.51610700000000,-4.08262600000000,-0.391935000000000,3.0788930000000,-2.79605800000000,-3.54543700000000,7.33957300000000,4.10619700000000,6.81394100000000,2.64510000000000,-0.691111000000000,3.99860000000000,2.0270880000000,8.65148400000000,5.55494000000000,7.82447800000000,0.0881590000000000,-0.430189000000000,1.90054300000000,0.132266000000000,0.0336160000000000,-4.54513600000000,3.02082600000000,-1.94695200000000,-1.52869500000000,3.032934000000,5.55494000000000,7.82447800000000,-0.355331000000000,-1.08051700000000,-0.960190000000000,-0.776871000000000,0.130722000000000,0.746661000000000,-0.27605000000000,1.77212200000000,-5.44930700000000,1.6268420000000,3.85937300000000,3.10633100000000,2.22574300000000,3.75674300000000,-0.730831000000000,4.77503800000000,0.38902300000000,-9.10957300000000,0.619738000000000,13.4952530000000,-2.2335580000000,-4.31386600000000,6.39398400000000,2.73336900000000,5.08753100000000,4.8237290000000,4.74181700000000,-2.7604880000000,2.93187100000000,-3.61276000000000,2.79972000000000,9.60129500000000,-6.44691600000000,3.73760400000000
